ID,Date,Location_ID,Hydrologic,Parameter,Fraction,Value,Units,Method_name,Method_source
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Magnesium,Dissolved,11,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Sodium,Dissolved,14.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Potassium,Dissolved,3.14,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Chloride,Dissolved,26.4,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Sulfate,Dissolved,30.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,114,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,112,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,194,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,203,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,1870,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000231,12/5/2019,USGS-01646580,"Stable, low stage",Total dissolved solids,Dissolved,0.26,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100172,12/28/2020,USGS-01646580,Falling stage,"Temperature, water",,5.7,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100172,12/28/2020,USGS-01646580,Falling stage,pH,Total,7.4,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000651,3/30/2020,USGS-01646580,Rising stage,"Temperature, water",,14.4,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000651,3/30/2020,USGS-01646580,Rising stage,pH,Total,8.1,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100301,2/8/2021,USGS-01646580,"Stable, low stage","Temperature, water",,2.8,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100301,2/8/2021,USGS-01646580,"Stable, low stage",pH,Total,8.3,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02100301,2/8/2021,USGS-01646580,"Stable, low stage",Carbon dioxide,Total,1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02100301,2/8/2021,USGS-01646580,"Stable, low stage",Bicarbonate,Dissolved,130,mg/l,,
nwismd.01.02100301,2/8/2021,USGS-01646580,"Stable, low stage",Alkalinity,Dissolved,108,mg/l CaCO3,,
nwismd.01.02000308,12/16/2019,USGS-01646580,Peak stage,"Temperature, water",,4.6,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000308,12/16/2019,USGS-01646580,Peak stage,pH,Total,8.3,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000686,4/16/2020,USGS-01646580,Peak stage,"Temperature, water",,12.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000686,4/16/2020,USGS-01646580,Peak stage,pH,Total,7.7,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02100148,12/7/2020,USGS-01646580,Falling stage,"Temperature, water",,6.4,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100148,12/7/2020,USGS-01646580,Falling stage,pH,Total,7.9,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02001063,8/19/2020,USGS-01646580,Rising stage,"Temperature, water",,26.2,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02001063,8/19/2020,USGS-01646580,Rising stage,pH,Total,8.3,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,"Temperature, water",,15.2,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,pH,Total,7.9,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Carbon dioxide,Total,1.8,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Bicarbonate,Dissolved,63.9,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,69,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Calcium,Dissolved,20.7,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Magnesium,Dissolved,4.2,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Sodium,Dissolved,5.04,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Potassium,Dissolved,1.68,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Chloride,Dissolved,7.5,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Sulfate,Dissolved,14.6,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,54.7,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,52.6,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,100,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,97,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,11300,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000747,5/4/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.14,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage","Temperature, water",,27,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.4,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,147,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,165,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,43.7,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,13.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,13.4,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,3.15,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,22.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,37.6,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,124,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,122,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,226,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,218,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,1630,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901540,9/5/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.31,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,"Temperature, water",,25.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,pH,Total,8.2,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Carbon dioxide,Total,1.2,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Bicarbonate,Dissolved,115,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,125,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Calcium,Dissolved,35.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Magnesium,Dissolved,8.72,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Sodium,Dissolved,8.92,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Potassium,Dissolved,2.69,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Chloride,Dissolved,14.3,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Sulfate,Dissolved,28.4,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,96.5,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,95.3,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,168,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,166,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,2510,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001094,9/10/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.23,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,"Temperature, water",,15,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,pH,Total,8.3,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Carbon dioxide,Total,2.9,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Bicarbonate,Dissolved,117,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,118,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Calcium,Dissolved,34,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Magnesium,Dissolved,7.98,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Sodium,Dissolved,8.62,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Potassium,Dissolved,2.07,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Chloride,Dissolved,13.7,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Sulfate,Dissolved,19.1,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,95.6,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,96.5,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,156,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,155,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,15800,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901003,4/17/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.21,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,"Temperature, water",,23.3,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,pH,Total,7.8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,pH,Total,8.1,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Carbon dioxide,Total,2.3,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Bicarbonate,Dissolved,97,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,107,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Calcium,Dissolved,30.3,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Magnesium,Dissolved,7.5,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Sodium,Dissolved,8.87,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Potassium,Dissolved,3.17,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Chloride,Dissolved,15.1,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Sulfate,Dissolved,23.8,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,80.6,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Alkalinity,Dissolved,80.2,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,162,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,152,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,6810,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901385,7/10/2019,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,0.22,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage","Temperature, water",,29,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.3,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",pH,Total,8.4,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Carbon dioxide,Total,1,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Bicarbonate,Dissolved,137,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage","Hardness, Ca, Mg",,148,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Calcium,Dissolved,40,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Magnesium,Dissolved,11.6,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Sodium,Dissolved,11.9,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Potassium,Dissolved,2.95,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Chloride,Dissolved,21.1,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Sulfate,Dissolved,26.9,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,116,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Alkalinity,Dissolved,115,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,0.27,tons/ac ft,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,198,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,194,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.01901498,8/6/2019,USGS-01646580,"Stable, normal stage",Total dissolved solids,Dissolved,2280,tons/day,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02000736,5/1/2020,USGS-01646580,Rising stage,"Temperature, water",,14.7,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02000736,5/1/2020,USGS-01646580,Rising stage,pH,Total,7.9,std units,"pH, fld,glass electrode (NRP&CO)",USGS TWRI 9-A6.4/1998
nwismd.01.02100074,11/3/2020,USGS-01646580,Falling stage,"Temperature, water",,10.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02100074,11/3/2020,USGS-01646580,Falling stage,pH,Total,8.2,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,"Temperature, water",,29.5,deg C,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,pH,Total,8,std units,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,pH,Total,8.2,std units,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Carbon dioxide,Total,1.6,mg/l,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Bicarbonate,Dissolved,94.4,mg/l,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,"Hardness, Ca, Mg",,110,mg/l CaCO3,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Calcium,Dissolved,28.9,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Magnesium,Dissolved,9.22,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Sodium,Dissolved,11.2,mg/l,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Potassium,Dissolved,2.87,mg/l,"Potassium, wf, by ICP-OES",Standard Methods
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Chloride,Dissolved,19.2,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Sulfate,Dissolved,25.2,mg/l,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,78.6,mg/l CaCO3,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57"
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Alkalinity,Dissolved,78.1,mg/l CaCO3,"Alkalinity, IPT, Hach",USGS National Field Manual
nwismd.01.02001026,7/23/2020,USGS-01646580,Falling stage,Total dissolved solids,Dissolved,164,mg/l,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437"
